Año,Mes,País destino,Codigo Iso 3166,Femenino,Masculino,Indefinido,Total,Latitud - Longitud
2017,Febrero,Haiti,332,5,6,,11,"(4.697144,-74.140516)"
2017,Febrero,Haiti,332,3,8,,11,"(6.171601,-75.427454)"
2017,Febrero,Honduras,340,2,6,,8,"(10.445761,-75.516429)"
2017,Febrero,Honduras,340,2,5,,7,"(10.886611,-74.776708)"
2017,Febrero,Honduras,340,4,0,,4,"(12.586067,-81.702563)"
2017,Febrero,Honduras,340,9,33,,42,"(3.541112,-76.384584)"
2017,Febrero,Honduras,340,70,118,,188,"(4.697144,-74.140516)"
2017,Febrero,Honduras,340,4,5,,9,"(4.815061,-75.736532)"
2017,Febrero,Honduras,340,33,45,,78,"(6.171601,-75.427454)"
2017,Febrero,Honduras,340,4,10,,14,"(7.128456,-73.183637)"
2017,Febrero,Hong Kong,344,2,3,,5,"(3.541112,-76.384584)"
2017,Febrero,Hong Kong,344,21,55,,76,"(4.697144,-74.140516)"
2017,Febrero,Hong Kong,344,2,4,,6,"(6.171601,-75.427454)"
2017,Febrero,Hungria,348,1,0,,1,"(3.541112,-76.384584)"
2017,Febrero,Hungria,348,9,13,,22,"(4.697144,-74.140516)"
2017,Febrero,India,356,4,4,,8,"(3.541112,-76.384584)"
2017,Febrero,India,356,57,42,,99,"(4.697144,-74.140516)"
2017,Febrero,India,356,1,0,,1,"(4.815061,-75.736532)"
2017,Febrero,India,356,7,5,,12,"(6.171601,-75.427454)"
2017,Febrero,India,356,0,2,,2,"(7.128456,-73.183637)"
2017,Febrero,Indonesia,360,0,1,,1,"(3.541112,-76.384584)"
2017,Febrero,Indonesia,360,7,7,,14,"(4.697144,-74.140516)"
2017,Febrero,Indonesia,360,1,0,,1,"(6.171601,-75.427454)"
2017,Febrero,Iraq,368,0,6,,6,"(4.697144,-74.140516)"
2017,Febrero,Iraq,368,0,1,,1,"(4.815061,-75.736532)"
2017,Febrero,Iran,364,4,6,,10,"(4.697144,-74.140516)"
2017,Febrero,Republica de Irlanda,826,2,1,,3,"(3.541112,-76.384584)"
2017,Febrero,Republica de Irlanda,826,10,3,,13,"(4.697144,-74.140516)"
2017,Febrero,Islandia,352,1,0,,1,"(4.697144,-74.140516)"
2017,Febrero,Isla de Man,833,0,1,,1,"(4.697144,-74.140516)"
2017,Febrero,Israel,376,0,1,,1,"(10.445761,-75.516429)"
2017,Febrero,Israel,376,15,11,,26,"(3.541112,-76.384584)"
2017,Febrero,Israel,376,78,53,,131,"(4.697144,-74.140516)"
2017,Febrero,Israel,376,5,5,,10,"(6.171601,-75.427454)"
2017,Febrero,Italia,380,1,0,,1,"(10.445761,-75.516429)"
2017,Febrero,Italia,380,8,3,,11,"(10.886611,-74.776708)"
2017,Febrero,Italia,380,236,98,,334,"(3.541112,-76.384584)"
2017,Febrero,Italia,380,577,336,,913,"(4.697144,-74.140516)"
2017,Febrero,Italia,380,62,42,,104,"(6.171601,-75.427454)"
2017,Febrero,Italia,380,0,1,,1,"(7.128456,-73.183637)"
2017,Febrero,Jamaica,388,1453,1010,,2463,"(10.408582,-75.538003)"
2017,Febrero,Jamaica,388,3,5,,8,"(10.445761,-75.516429)"
2017,Febrero,Jamaica,388,3,7,,10,"(3.541112,-76.384584)"
2017,Febrero,Jamaica,388,15,17,,32,"(4.697144,-74.140516)"
2017,Febrero,Jamaica,388,3,3,,6,"(4.815061,-75.736532)"
2017,Febrero,Jamaica,388,5,3,,8,"(6.171601,-75.427454)"
2017,Febrero,Japon,392,0,2,,2,"(10.886611,-74.776708)"
2017,Febrero,Japon,392,4,3,,7,"(3.541112,-76.384584)"
2017,Febrero,Japon,392,43,31,,74,"(4.697144,-74.140516)"
2017,Febrero,Japon,392,0,5,,5,"(6.171601,-75.427454)"
2017,Febrero,Jordania,400,0,1,,1,"(4.697144,-74.140516)"
2017,Febrero,Kazajistan,398,1,2,,3,"(4.697144,-74.140516)"
2017,Febrero,Kenia,404,2,3,,5,"(4.697144,-74.140516)"
2017,Febrero,Kenia,404,1,0,,1,"(6.171601,-75.427454)"
2017,Febrero,Kuwait,414,1,0,,1,"(4.697144,-74.140516)"
2017,Febrero,Lituania,440,0,9,,9,"(4.697144,-74.140516)"
2017,Febrero,Libano,422,1,0,,1,"(10.886611,-74.776708)"
2017,Febrero,Libano,422,7,19,,26,"(4.697144,-74.140516)"
2017,Febrero,Luxemburgo,442,1,6,,7,"(3.541112,-76.384584)"
2017,Febrero,Luxemburgo,442,4,1,,5,"(4.697144,-74.140516)"
2017,Febrero,Luxemburgo,442,1,0,,1,"(4.815061,-75.736532)"
2017,Febrero,Luxemburgo,442,0,2,,2,"(6.171601,-75.427454)"
2017,Febrero,Malasia,458,4,8,,12,"(4.697144,-74.140516)"
2017,Febrero,Malasia,458,1,4,,5,"(6.171601,-75.427454)"
2017,Febrero,Malta,470,2,0,,2,"(3.541112,-76.384584)"
2017,Febrero,Malta,470,18,12,,30,"(4.697144,-74.140516)"
2017,Febrero,Malta,470,3,0,,3,"(6.171601,-75.427454)"
2017,Febrero,Marruecos,504,0,1,,1,"(3.541112,-76.384584)"
2017,Febrero,Marruecos,504,0,1,,1,"(4.697144,-74.140516)"
2017,Febrero,Marruecos,504,2,1,,3,"(6.171601,-75.427454)"
2017,Febrero,Martinica/Departamento de Ultramar Frances,99999,2,0,,2,"(3.541112,-76.384584)"
2017,Febrero,Martinica/Departamento de Ultramar Frances,99999,1,1,,2,"(4.697144,-74.140516)"
2017,Febrero,Mexico,484,15,14,,29,"(10.445761,-75.516429)"
2017,Febrero,Mexico,484,53,40,,93,"(10.886611,-74.776708)"
2017,Febrero,Mexico,484,2,1,,3,"(12.586067,-81.702563)"
2017,Febrero,Mexico,484,431,383,,814,"(3.541112,-76.384584)"
2017,Febrero,Mexico,484,10107,9739,,19846,"(4.697144,-74.140516)"
2017,Febrero,Mexico,484,69,58,,127,"(4.815061,-75.736532)"
2017,Febrero,Mexico,484,1295,1120,,2415,"(6.171601,-75.427454)"
2017,Febrero,Mexico,484,28,25,,53,"(7.128456,-73.183637)"
2017,Febrero,Mozambique,508,1,1,,2,"(4.697144,-74.140516)"
2017,Febrero,Nepal,524,0,2,,2,"(4.697144,-74.140516)"
2017,Febrero,Nepal,524,0,1,,1,"(6.171601,-75.427454)"
2017,Febrero,Nicaragua,558,0,2,,2,"(10.445761,-75.516429)"
2017,Febrero,Nicaragua,558,2,5,,7,"(10.886611,-74.776708)"
2017,Febrero,Nicaragua,558,3,3,,6,"(12.586067,-81.702563)"
2017,Febrero,Nicaragua,558,18,35,,53,"(3.541112,-76.384584)"
2017,Febrero,Nicaragua,558,43,76,,119,"(4.697144,-74.140516)"
2017,Febrero,Nicaragua,558,2,7,,9,"(4.815061,-75.736532)"
2017,Febrero,Nicaragua,558,15,54,,69,"(6.171601,-75.427454)"
2017,Febrero,Nicaragua,558,1,3,,4,"(7.128456,-73.183637)"
2017,Febrero,Nigeria,566,0,9,,9,"(4.697144,-74.140516)"
2017,Febrero,Noruega,578,1,0,,1,"(10.445761,-75.516429)"
2017,Febrero,Noruega,578,0,1,,1,"(10.886611,-74.776708)"
2017,Febrero,Noruega,578,12,4,,16,"(3.541112,-76.384584)"
2017,Febrero,Noruega,578,9,14,,23,"(4.697144,-74.140516)"
2017,Febrero,Noruega,578,4,2,,6,"(6.171601,-75.427454)"
2017,Febrero,Nueva Zelanda,554,2,4,,6,"(3.541112,-76.384584)"
2017,Febrero,Nueva Zelanda,554,44,39,,83,"(4.697144,-74.140516)"
2017,Febrero,Nueva Zelanda,554,6,2,,8,"(6.171601,-75.427454)"
2017,Febrero,Nueva Zelanda,554,1,0,,1,"(7.128456,-73.183637)"
2017,Febrero,Oman,512,1,5,,6,"(4.697144,-74.140516)"
2017,Febrero,Panama,591,11,61,,72,"(10.408582,-75.538003)"
2017,Febrero,Panama,591,541,432,,973,"(10.445761,-75.516429)"
2017,Febrero,Panama,591,678,705,,1383,"(10.886611,-74.776708)"
2017,Febrero,Panama,591,3,32,,35,"(12.5744111,-81.703935)"
2017,Febrero,Panama,591,56,56,,112,"(12.586067,-81.702563)"
2017,Febrero,Panama,591,1911,1641,,3552,"(3.541112,-76.384584)"
2017,Febrero,Panama,591,0,1,,1,"(3.893038,-77.067921)"
2017,Febrero,Panama,591,354,270,,624,"(4.452882,-75.766298)"
2017,Febrero,Panama,591,6240,7081,,13321,"(4.697144,-74.140516)"
2017,Febrero,Panama,591,458,344,,802,"(4.815061,-75.736532)"
2017,Febrero,Panama,591,2549,2456,,5005,"(6.171601,-75.427454)"
2017,Febrero,Panama,591,1,10,,11,"(6.228046,-77.404104)"
2017,Febrero,Panama,591,4,13,,17,"(7.102626,-77.762647)"
2017,Febrero,Panama,591,156,139,,295,"(7.128456,-73.183637)"
2017,Febrero,Panama,591,0,19,,19,"(8.066966,-76.735404)"
2017,Febrero,Panama,591,24,64,,88,"(8.635765,-77.346578)"
2017,Febrero,Panama,591,0,1,,1,"(9.402978,-75.681599)"
2017,Febrero,Paraguay,600,2,1,,3,"(10.445761,-75.516429)"
2017,Febrero,Paraguay,600,1,3,,4,"(10.886611,-74.776708)"
2017,Febrero,Paraguay,600,20,36,,56,"(3.541112,-76.384584)"
2017,Febrero,Paraguay,600,84,218,,302,"(4.697144,-74.140516)"
2017,Febrero,Paraguay,600,11,19,,30,"(4.815061,-75.736532)"
2017,Febrero,Paraguay,600,13,20,,33,"(6.171601,-75.427454)"
2017,Febrero,Peru,604,2,8,,10,"(-0.193180,-74.784874)"
2017,Febrero,Peru,604,159,210,,369,"(-4.197703,-69.941278)"
2017,Febrero,Peru,604,0,2,,2,"(-4.223468,-69.945098)"
2017,Febrero,Peru,604,65,97,,162,"(0.814836,-77.662532)"
2017,Febrero,Peru,604,25,20,,45,"(10.445761,-75.516429)"
2017,Febrero,Peru,604,21,10,,31,"(10.886611,-74.776708)"
2017,Febrero,Peru,604,0,2,,2,"(12.586067,-81.702563)"
2017,Febrero,Peru,604,173,211,,384,"(3.541112,-76.384584)"
2017,Febrero,Peru,604,4154,4772,,8926,"(4.697144,-74.140516)"
2017,Febrero,Peru,604,9,12,,21,"(4.815061,-75.736532)"
2017,Febrero,Peru,604,265,282,,547,"(6.171601,-75.427454)"
2017,Febrero,Peru,604,11,6,,17,"(7.128456,-73.183637)"
2017,Febrero,Polonia,616,0,1,,1,"(3.541112,-76.384584)"
2017,Febrero,Polonia,616,8,12,,20,"(4.697144,-74.140516)"
2017,Febrero,Portugal,620,7,3,,10,"(3.541112,-76.384584)"
2017,Febrero,Portugal,620,41,46,,87,"(4.697144,-74.140516)"
2017,Febrero,Portugal,620,7,6,,13,"(6.171601,-75.427454)"
2017,Febrero,Polinesia Francesa/Colectividad de Ultramar Francesa,99999,0,1,,1,"(3.541112,-76.384584)"
2017,Febrero,Polinesia Francesa/Colectividad de Ultramar Francesa,99999,2,0,,2,"(4.697144,-74.140516)"
2017,Febrero,Puerto Rico/Territorio de Estados Unidos,630,3,3,,6,"(10.445761,-75.516429)"
2017,Febrero,Puerto Rico/Territorio de Estados Unidos,630,21,17,,38,"(10.886611,-74.776708)"
2017,Febrero,Puerto Rico/Territorio de Estados Unidos,630,24,14,,38,"(3.541112,-76.384584)"
2017,Febrero,Puerto Rico/Territorio de Estados Unidos,630,400,394,,794,"(4.697144,-74.140516)"
2017,Febrero,Puerto Rico/Territorio de Estados Unidos,630,1,1,,2,"(4.815061,-75.736532)"
2017,Febrero,Puerto Rico/Territorio de Estados Unidos,630,31,35,,66,"(6.171601,-75.427454)"
2017,Febrero,Puerto Rico/Territorio de Estados Unidos,630,1,2,,3,"(7.128456,-73.183637)"
2017,Febrero,Qatar,634,4,0,,4,"(3.541112,-76.384584)"
2017,Febrero,Qatar,634,4,3,,7,"(4.697144,-74.140516)"
2017,Febrero,Qatar,634,6,3,,9,"(6.171601,-75.427454)"
2017,Febrero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,0,1,,1,"(10.886611,-74.776708)"
2017,Febrero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,39,30,,69,"(3.541112,-76.384584)"
2017,Febrero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,1174,958,,2132,"(4.697144,-74.140516)"
2017,Febrero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,16,7,,23,"(6.171601,-75.427454)"
2017,Febrero,Reino Unido de Gran Bretaña e Irlanda del Norte,826,1,0,,1,"(7.128456,-73.183637)"
2017,Febrero,Federacion de Rusia,643,0,2,,2,"(10.886611,-74.776708)"
2017,Febrero,Federacion de Rusia,643,1,3,,4,"(3.541112,-76.384584)"
2017,Febrero,Federacion de Rusia,643,30,39,,69,"(4.697144,-74.140516)"
2017,Febrero,Republica Dominicana,214,11,22,,33,"(10.445761,-75.516429)"
2017,Febrero,Republica Dominicana,214,35,26,,61,"(10.886611,-74.776708)"
2017,Febrero,Republica Dominicana,214,8,7,,15,"(11.117806,-74.232622)"
2017,Febrero,Republica Dominicana,214,1,0,,1,"(12.586067,-81.702563)"
2017,Febrero,Republica Dominicana,214,72,71,,143,"(3.541112,-76.384584)"
2017,Febrero,Republica Dominicana,214,1777,1849,,3626,"(4.697144,-74.140516)"
2017,Febrero,Republica Dominicana,214,32,25,,57,"(4.815061,-75.736532)"
2017,Febrero,Republica Dominicana,214,170,140,,310,"(6.171601,-75.427454)"
2017,Febrero,Republica Dominicana,214,16,18,,34,"(7.128456,-73.183637)"
2017,Febrero,Reunion,638,0,1,,1,"(4.697144,-74.140516)"
2017,Febrero,Rumania,642,1,0,,1,"(3.541112,-76.384584)"
2017,Febrero,Rumania,642,3,0,,3,"(4.697144,-74.140516)"
2017,Febrero,San  Vicente y las Granadinas,670,1,0,,1,"(4.697144,-74.140516)"
2017,Febrero,Singapur,702,12,29,,41,"(4.697144,-74.140516)"
2017,Febrero,Singapur,702,4,3,,7,"(6.171601,-75.427454)"
2017,Febrero,Sri Lanka,144,1,0,,1,"(4.697144,-74.140516)"
2017,Febrero,Sudafrica,710,9,6,,15,"(4.697144,-74.140516)"
2017,Febrero,Sudafrica,710,0,1,,1,"(6.171601,-75.427454)"
2017,Febrero,Suecia,752,18,18,,36,"(3.541112,-76.384584)"
2017,Febrero,Suecia,752,72,57,,129,"(4.697144,-74.140516)"
2017,Febrero,Suecia,752,2,1,,3,"(4.815061,-75.736532)"
2017,Febrero,Suecia,752,3,5,,8,"(6.171601,-75.427454)"
2017,Febrero,Suecia,752,2,1,,3,"(7.128456,-73.183637)"
2017,Febrero,Suiza,756,2,1,,3,"(10.886611,-74.776708)"
2017,Febrero,Suiza,756,82,34,,116,"(3.541112,-76.384584)"
2017,Febrero,Suiza,756,237,122,,359,"(4.697144,-74.140516)"
2017,Febrero,Suiza,756,1,0,,1,"(4.815061,-75.736532)"
2017,Febrero,Suiza,756,32,20,,52,"(6.171601,-75.427454)"
2017,Febrero,Surinam,740,2,5,,7,"(4.697144,-74.140516)"
2017,Febrero,Taiwan,158,1,1,,2,"(4.697144,-74.140516)"
2017,Febrero,Taiwan,158,1,0,,1,"(6.171601,-75.427454)"
2017,Febrero,Tailandia,764,4,3,,7,"(3.541112,-76.384584)"
2017,Febrero,Tailandia,764,14,7,,21,"(4.697144,-74.140516)"
2017,Febrero,Tailandia,764,2,3,,5,"(6.171601,-75.427454)"
2017,Febrero,Tanzania,834,1,0,,1,"(3.541112,-76.384584)"
2017,Febrero,Tanzania,834,1,3,,4,"(4.697144,-74.140516)"
2017,Febrero,Trinidad y Tobago,780,0,3,,3,"(10.445761,-75.516429)"
2017,Febrero,Trinidad y Tobago,780,0,2,,2,"(10.886611,-74.776708)"
2017,Febrero,Trinidad y Tobago,780,4,3,,7,"(3.541112,-76.384584)"
2017,Febrero,Trinidad y Tobago,780,11,18,,29,"(4.697144,-74.140516)"
2017,Febrero,Trinidad y Tobago,780,2,1,,3,"(4.815061,-75.736532)"
2017,Febrero,Trinidad y Tobago,780,9,6,,15,"(6.171601,-75.427454)"
2017,Febrero,Turkmenistan,795,0,2,,2,"(4.697144,-74.140516)"
2017,Febrero,Turquia,792,1,0,,1,"(10.886611,-74.776708)"
2017,Febrero,Turquia,792,3,2,,5,"(3.541112,-76.384584)"
2017,Febrero,Turquia,792,118,110,,228,"(4.697144,-74.140516)"
2017,Febrero,Turquia,792,2,0,,2,"(6.171601,-75.427454)"
2017,Febrero,Ucrania,804,2,6,,8,"(4.697144,-74.140516)"
2017,Febrero,Uganda,800,2,0,,2,"(4.697144,-74.140516)"
2017,Febrero,Uruguay,858,0,1,,1,"(0.814836,-77.662532)"
2017,Febrero,Uruguay,858,5,1,,6,"(10.445761,-75.516429)"
2017,Febrero,Uruguay,858,3,3,,6,"(10.886611,-74.776708)"
2017,Febrero,Uruguay,858,14,8,,22,"(3.541112,-76.384584)"
2017,Febrero,Uruguay,858,99,131,,230,"(4.697144,-74.140516)"
2017,Febrero,Uruguay,858,3,5,,8,"(4.815061,-75.736532)"
2017,Febrero,Uruguay,858,27,18,,45,"(6.171601,-75.427454)"
2017,Febrero,Venezuela,862,0,8,,8,"(10.408582,-75.538003)"
2017,Febrero,Venezuela,862,3,5,,8,"(10.445761,-75.516429)"
2017,Febrero,Venezuela,862,11,22,,33,"(10.886611,-74.776708)"
2017,Febrero,Venezuela,862,0,2,,2,"(11.247723,-74.213989)"
2017,Febrero,Venezuela,862,2243,2167,,4410,"(11.360009,-72.129330)"
2017,Febrero,Venezuela,862,9,11,,20,"(3.541112,-76.384584)"
2017,Febrero,Venezuela,862,9,11,,20,"(3.866713,-67.927521)"
2017,Febrero,Venezuela,862,1096,1157,,2253,"(4.697144,-74.140516)"
2017,Febrero,Venezuela,862,3,1,,4,"(4.815061,-75.736532)"
2017,Febrero,Venezuela,862,257,298,,555,"(6.171601,-75.427454)"
2017,Febrero,Venezuela,862,107,131,,238,"(6.185799,-67.483929)"
2017,Febrero,Venezuela,862,699,675,,1374,"(7.088729,-70.740253)"
2017,Febrero,Venezuela,862,2,2,,4,"(7.128456,-73.183637)"
2017,Febrero,Venezuela,862,2322,2424,,4746,"(7.818934,-72.453226)"
2017,Febrero,Venezuela,862,69,129,,198,"(8.36068,-72.409396)"
2017,Febrero,Vietnam,704,1,2,,3,"(4.697144,-74.140516)"
2017,Febrero,Islas Virgenes Britanicas/Territorio Britanico de Ultramar,92,0,1,,1,"(4.697144,-74.140516)"
2017,Febrero,Islas Virgenes Britanicas/Territorio Britanico de Ultramar,92,0,5,,5,"(6.171601,-75.427454)"
2017,Febrero,Islas Virgenes Estadounidenses/Territorio de Estados Unidos,99999,1,3,,4,"(4.697144,-74.140516)"
2017,Marzo,Afganistan,4,0,1,,1,"(3.541112,-76.384584)"
2017,Marzo,Afganistan,4,2,3,,5,"(4.697144,-74.140516)"
2017,Marzo,Albania,8,0,5,,5,"(4.697144,-74.140516)"
2017,Marzo,Alemania,276,1,0,,1,"(0.814836,-77.662532)"
2017,Marzo,Alemania,276,1,1,,2,"(10.445761,-75.516429)"
2017,Marzo,Alemania,276,10,13,,23,"(10.886611,-74.776708)"
2017,Marzo,Alemania,276,84,56,,140,"(3.541112,-76.384584)"
2017,Marzo,Alemania,276,1204,1136,,2340,"(4.697144,-74.140516)"
2017,Marzo,Alemania,276,67,54,,121,"(6.171601,-75.427454)"
2017,Marzo,Andorra,20,1,0,,1,"(4.697144,-74.140516)"
2017,Marzo,Andorra,20,1,0,,1,"(6.171601,-75.427454)"
2017,Marzo,Angola,24,0,1,,1,"(3.541112,-76.384584)"
2017,Marzo,Angola,24,2,5,,7,"(4.697144,-74.140516)"
2017,Marzo,Antigua y Barbuda,28,0,2,,2,"(10.886611,-74.776708)"
2017,Marzo,Antigua y Barbuda,28,1,0,,1,"(3.541112,-76.384584)"
2017,Marzo,Antigua y Barbuda,28,1,2,,3,"(4.697144,-74.140516)"
2017,Marzo,Paises Bajos,528,15,14,,29,"(10.445761,-75.516429)"
2017,Marzo,Paises Bajos,528,26,7,,33,"(10.886611,-74.776708)"
2017,Marzo,Paises Bajos,528,0,3,,3,"(10.971302,-74.765397)"
2017,Marzo,Paises Bajos,528,121,63,,184,"(3.541112,-76.384584)"
2017,Marzo,Paises Bajos,528,852,733,,1585,"(4.697144,-74.140516)"
2017,Marzo,Paises Bajos,528,5,3,,8,"(4.815061,-75.736532)"
2017,Marzo,Paises Bajos,528,90,57,,147,"(6.171601,-75.427454)"
2017,Marzo,Paises Bajos,528,2,0,,2,"(7.128456,-73.183637)"
2017,Marzo,Arabia Saudita,682,0,1,,1,"(3.541112,-76.384584)"
2017,Marzo,Arabia Saudita,682,5,37,,42,"(4.697144,-74.140516)"
2017,Marzo,Arabia Saudita,682,1,2,,3,"(6.171601,-75.427454)"
2017,Marzo,Arabia Saudita,682,0,1,,1,"(7.128456,-73.183637)"
2017,Marzo,Argelia,12,3,5,,8,"(4.697144,-74.140516)"
2017,Marzo,Argentina,32,19,45,,64,"(0.814836,-77.662532)"
2017,Marzo,Argentina,32,0,1,,1,"(1.813928,-78.763924)"
2017,Marzo,Argentina,32,10,14,,24,"(10.445761,-75.516429)"
2017,Marzo,Argentina,32,31,22,,53,"(10.886611,-74.776708)"
2017,Marzo,Argentina,32,2,5,,7,"(12.586067,-81.702563)"
2017,Marzo,Argentina,32,207,187,,394,"(3.541112,-76.384584)"
2017,Marzo,Argentina,32,3715,3544,,7259,"(4.697144,-74.140516)"
2017,Marzo,Argentina,32,9,17,,26,"(4.815061,-75.736532)"
2017,Marzo,Argentina,32,180,182,,362,"(6.171601,-75.427454)"
2017,Marzo,Argentina,32,4,3,,7,"(7.128456,-73.183637)"
2017,Marzo,Republica de Armenia,51,0,1,,1,"(4.697144,-74.140516)"
2017,Marzo,Aruba,533,0,7,,7,"(10.408582,-75.538003)"
2017,Marzo,Aruba,533,2,1,,3,"(10.445761,-75.516429)"
2017,Marzo,Aruba,533,17,9,,26,"(10.886611,-74.776708)"
2017,Marzo,Aruba,533,0,2,,2,"(11.247723,-74.213989)"
2017,Marzo,Aruba,533,58,33,,91,"(3.541112,-76.384584)"
2017,Marzo,Aruba,533,1620,1265,,2885,"(4.697144,-74.140516)"
2017,Marzo,Aruba,533,19,9,,28,"(4.815061,-75.736532)"
2017,Marzo,Aruba,533,55,50,,105,"(6.171601,-75.427454)"
2017,Marzo,Aruba,533,11,68,,79,"(7.128456,-73.183637)"
2017,Marzo,Australia,36,4,0,,4,"(10.886611,-74.776708)"
2017,Marzo,Australia,36,31,13,,44,"(3.541112,-76.384584)"
2017,Marzo,Australia,36,295,200,,495,"(4.697144,-74.140516)"
2017,Marzo,Australia,36,5,1,,6,"(4.815061,-75.736532)"
2017,Marzo,Australia,36,35,43,,78,"(6.171601,-75.427454)"
2017,Marzo,Australia,36,1,1,,2,"(7.128456,-73.183637)"
2017,Marzo,Austria,40,2,1,,3,"(10.445761,-75.516429)"
2017,Marzo,Austria,40,0,1,,1,"(10.886611,-74.776708)"
2017,Marzo,Austria,40,5,1,,6,"(3.541112,-76.384584)"
2017,Marzo,Austria,40,33,37,,70,"(4.697144,-74.140516)"
2017,Marzo,Austria,40,5,2,,7,"(6.171601,-75.427454)"
2017,Marzo,Azerbaiyan,31,0,1,,1,"(4.697144,-74.140516)"
2017,Marzo,Bahamas,44,1,0,,1,"(10.445761,-75.516429)"
2017,Marzo,Bahamas,44,0,1,,1,"(10.886611,-74.776708)"
2017,Marzo,Bahamas,44,15,3,,18,"(3.541112,-76.384584)"
2017,Marzo,Bahamas,44,7,18,,25,"(4.697144,-74.140516)"
2017,Marzo,Bahamas,44,4,2,,6,"(4.815061,-75.736532)"
2017,Marzo,Bahamas,44,15,19,,34,"(6.171601,-75.427454)"
2017,Marzo,Bahrein,48,1,0,,1,"(4.697144,-74.140516)"
2017,Marzo,Bahrein,48,2,0,,2,"(6.171601,-75.427454)"
2017,Marzo,Bangladesh,50,1,0,,1,"(3.541112,-76.384584)"
2017,Marzo,Bangladesh,50,0,1,,1,"(4.697144,-74.140516)"
2017,Marzo,Barbados,52,92,98,,190,"(4.697144,-74.140516)"
2017,Marzo,Barbados,52,1,1,,2,"(6.171601,-75.427454)"
2017,Marzo,Republica de Belarus,112,1,0,,1,"(10.445761,-75.516429)"
2017,Marzo,Republica de Belarus,112,3,0,,3,"(4.697144,-74.140516)"
2017,Marzo,Belgica,56,3,3,,6,"(10.886611,-74.776708)"
2017,Marzo,Belgica,56,20,11,,31,"(3.541112,-76.384584)"
2017,Marzo,Belgica,56,87,65,,152,"(4.697144,-74.140516)"
2017,Marzo,Belgica,56,26,12,,38,"(6.171601,-75.427454)"
2017,Marzo,Belice,84,0,3,,3,"(3.541112,-76.384584)"
2017,Marzo,Belice,84,8,3,,11,"(4.697144,-74.140516)"
2017,Marzo,Belice,84,2,5,,7,"(6.171601,-75.427454)"
2017,Marzo,Benin,204,1,0,,1,"(4.697144,-74.140516)"
2017,Marzo,Benin,204,1,0,,1,"(6.171601,-75.427454)"
2017,Marzo,Bermudas/Territorio Britanico de Ultramar,60,1,1,,2,"(4.697144,-74.140516)"
2017,Marzo,Bermudas/Territorio Britanico de Ultramar,60,1,0,,1,"(4.815061,-75.736532)"
2017,Marzo,Bermudas/Territorio Britanico de Ultramar,60,0,1,,1,"(6.171601,-75.427454)"
2017,Marzo,Bolivia,68,3,10,,13,"(0.814836,-77.662532)"
2017,Marzo,Bolivia,68,1,0,,1,"(10.445761,-75.516429)"
2017,Marzo,Bolivia,68,7,7,,14,"(10.886611,-74.776708)"
2017,Marzo,Bolivia,68,1,0,,1,"(12.586067,-81.702563)"
2017,Marzo,Bolivia,68,28,44,,72,"(3.541112,-76.384584)"
2017,Marzo,Bolivia,68,249,534,,783,"(4.697144,-74.140516)"
2017,Marzo,Bolivia,68,13,24,,37,"(4.815061,-75.736532)"
2017,Marzo,Bolivia,68,29,61,,90,"(6.171601,-75.427454)"
2017,Marzo,Bolivia,68,2,3,,5,"(7.128456,-73.183637)"
2017,Marzo,Botsuana,72,0,1,,1,"(4.697144,-74.140516)"
2017,Marzo,Brasil,76,133,204,,337,"(-4.197703,-69.941278)"
2017,Marzo,Brasil,76,1,3,,4,"(-4.223468,-69.945098)"
2017,Marzo,Brasil,76,1,3,,4,"(0.814836,-77.662532)"
2017,Marzo,Brasil,76,6,8,,14,"(10.445761,-75.516429)"
2017,Marzo,Brasil,76,18,14,,32,"(10.886611,-74.776708)"
2017,Marzo,Brasil,76,0,1,,1,"(12.586067,-81.702563)"
2017,Marzo,Brasil,76,117,162,,279,"(3.541112,-76.384584)"
2017,Marzo,Brasil,76,2462,3355,,5817,"(4.697144,-74.140516)"
2017,Marzo,Brasil,76,44,64,,108,"(4.815061,-75.736532)"
2017,Marzo,Brasil,76,134,192,,326,"(6.171601,-75.427454)"
2017,Marzo,Brasil,76,9,12,,21,"(7.128456,-73.183637)"
2017,Marzo,Bulgaria,100,3,3,,6,"(4.697144,-74.140516)"
2017,Marzo,Burundi,108,1,0,,1,"(4.697144,-74.140516)"
2017,Marzo,Islas Caiman/Territorio Britanico de Ultramar,136,2,0,,2,"(3.541112,-76.384584)"
2017,Marzo,Islas Caiman/Territorio Britanico de Ultramar,136,0,1,,1,"(4.697144,-74.140516)"
2017,Marzo,Camboya,116,2,2,,4,"(3.541112,-76.384584)"
2017,Marzo,Camboya,116,0,2,,2,"(4.697144,-74.140516)"
2017,Marzo,Camerun,120,0,1,,1,"(6.171601,-75.427454)"
2017,Marzo,Canada,124,136,85,,221,"(10.445761,-75.516429)"
2017,Marzo,Canada,124,37,31,,68,"(10.886611,-74.776708)"
2017,Marzo,Canada,124,4,2,,6,"(12.586067,-81.702563)"
2017,Marzo,Canada,124,142,94,,236,"(3.541112,-76.384584)"
